Image,Collection,Production,Date,Occasion,Multiple bill,Performances_ID,Normalised title,Original language,Composer,Original premiere,Original title,genre,Season,Directors
1923-1924_00073-20220207_151709.jpg,1923-1924,Driemeisjeshuis,01/01/2100,gala,False,438544,Driemeisjeshuis,DUI,Heinrich Bert√©,1916,Das Dreim√§derlhaus,leichte oper,2099-2100,FÈ Derickx & Bernard Tokkie
1923-1924_00081-20220207_151758.jpg,1923-1924,Lohengrin,15/09/1923,,False,566561,Lohengrin,DUI,Richard Wagner,1850,Lohengrin,romantische oper,1923-1924,FÈ Derickx & Bernard Tokkie
1923-1924_00083-20220207_151813.jpg,1923-1924,Prinses Zonneschijn,16/09/1923,,False,364993,Prinses Zonneschijn,NL,Paul Gilson,1903,Prinses Zonneschijn,operetta,1923-1924,FÈ Derickx & Bernard Tokkie
1923-1924_00085-20220207_151826.jpg,1923-1924,Prinses Zonneschijn,18/09/1923,,False,493862,Prinses Zonneschijn,NL,Paul Gilson,1903,Prinses Zonneschijn,operetta,1923-1924,FÈ Derickx & Bernard Tokkie
1923-1924_00087-20220207_151838.jpg,1923-1924,Lohengrin,20/09/1923,,False,269991,Lohengrin,DUI,Richard Wagner,1850,Lohengrin,romantische oper,1923-1924,FÈ Derickx & Bernard Tokkie
1923-1924_00089-20220207_151853.jpg,1923-1924,?,22/09/1923,?,False,178162,?,?,?,?,?,?,1923-1924,FÈ Derickx & Bernard Tokkie
1923-1924_00091-20220207_151904.jpg,1923-1924,Lohengrin,23/09/1923,,False,125781,Lohengrin,DUI,Richard Wagner,1850,Lohengrin,romantische oper,1923-1924,FÈ Derickx & Bernard Tokkie
1923-1924_00093-20220207_151914.jpg,1923-1924,Winternachtsdroom,25/09/1923,,False,774738,Winternachtsdroom,NL,August de Boeck,1902,Winternachtsdroom,lyrisch drama,1923-1924,FÈ Derickx & Bernard Tokkie
1923-1924_00095-20220207_151929.jpg,1923-1924,De Bruid der Zee,27/09/1923,,False,308645,De Bruid der Zee,NL,Jan Blockx,1901,De Bruid der Zee,zangspel,1923-1924,FÈ Derickx & Bernard Tokkie
1923-1924_00097-20220207_151945.jpg,1923-1924,Milenka,01/01/2100,,False,461476,Milenka,FR,Jan Blockx,1888,Milenka,pantomime,2099-2100,FÈ Derickx & Bernard Tokkie
1923-1924_00099-20220207_152000.jpg,1923-1924,Prinses Zonneschijn,29/09/1923,,False,272649,Prinses Zonneschijn,NL,Paul Gilson,1903,Prinses Zonneschijn,operetta,1923-1924,FÈ Derickx & Bernard Tokkie
1923-1924_00101-20220207_152015.jpg,1923-1924,Lohengrin,30/09/1923,,False,168655,Lohengrin,DUI,Richard Wagner,1850,Lohengrin,romantische oper,1923-1924,FÈ Derickx & Bernard Tokkie
1923-1924_00103-20220207_152119.jpg,1923-1924,Winternachtsdroom,30/09/1923,,False,998882,Winternachtsdroom,NL,August de Boeck,1902,Winternachtsdroom,lyrisch drama,1923-1924,FÈ Derickx & Bernard Tokkie
1923-1924_00105-20220207_152131.jpg,1923-1924,"Toespraal van den Heer Dr. Maurits Sabbe, conservator van het Museum Plantijn",02/10/1923,,True,696298,"Toespraal van den Heer Dr. Maurits Sabbe, conservator van het Museum Plantijn",N/A,N/A,N/A,N/A,N/A,1923-1924,FÈ Derickx & Bernard Tokkie
1923-1924_00105-20220207_152131.jpg,1923-1924,De Vrijschutter,02/10/1923,,True,696298,De Vrijschutter,DUI,Carl Maria von Weber,1821,Der Freisch¸tz,romantische oper,1923-1924,FÈ Derickx & Bernard Tokkie
1923-1924_00107-20220207_152145.jpg,1923-1924,Winternachtsdroom,03/10/1923,,False,490183,Winternachtsdroom,NL,August de Boeck,1902,Winternachtsdroom,lyrisch drama,1923-1924,FÈ Derickx & Bernard Tokkie
1923-1924_00109-20220207_152156.jpg,1923-1924,De Nieuwsgierige Vrouwen,06/10/1923,,False,906747,De Nieuwsgierige Vrouwen,ITA,Ermanno Wolf-Ferrari,1903,Le donne curiose,opera buffa,1923-1924,FÈ Derickx & Bernard Tokkie
1923-1924_00111-20220207_152209.jpg,1923-1924,Winternachtsdroom,07/10/1923,,False,538473,Winternachtsdroom,NL,August de Boeck,1902,Winternachtsdroom,lyrisch drama,1923-1924,FÈ Derickx & Bernard Tokkie
1923-1924_00113-20220207_152219.jpg,1923-1924,De Bruid der Zee,07/10/1923,,False,437555,De Bruid der Zee,NL,Jan Blockx,1901,De Bruid der Zee,zangspel,1923-1924,FÈ Derickx & Bernard Tokkie
1923-1924_00115-20220207_152236.jpg,1923-1924,Lohengrin,09/10/1923,,False,133475,Lohengrin,DUI,Richard Wagner,1850,Lohengrin,romantische oper,1923-1924,FÈ Derickx & Bernard Tokkie
1923-1924_00117-20220207_152248.jpg,1923-1924,De Nieuwsgierige Vrouwen,11/10/1923,,False,499910,De Nieuwsgierige Vrouwen,ITA,Ermanno Wolf-Ferrari,1903,Le donne curiose,opera buffa,1923-1924,FÈ Derickx & Bernard Tokkie
1923-1924_00119-20220207_152259.jpg,1923-1924,De Vrijschutter,13/10/1923,,False,983734,De Vrijschutter,DUI,Carl Maria von Weber,1821,Der Freisch¸tz,romantische oper,1923-1924,FÈ Derickx & Bernard Tokkie
1923-1924_00121-20220207_152407.jpg,1923-1924,Prinses Zonneschijn,14/10/1923,,False,695372,Prinses Zonneschijn,NL,Paul Gilson,1903,Prinses Zonneschijn,operetta,1923-1924,FÈ Derickx & Bernard Tokkie
1923-1924_00123-20220207_152426.jpg,1923-1924,De Nieuwsgierige Vrouwen,14/10/1923,,False,600175,De Nieuwsgierige Vrouwen,ITA,Ermanno Wolf-Ferrari,1903,Le donne curiose,opera buffa,1923-1924,FÈ Derickx & Bernard Tokkie
1923-1924_00125-20220207_152440.jpg,1923-1924,Pinksternacht,16/10/1923,,True,794475,Pinksternacht,NL,Maurits Sabbe,1908,Pinksternacht,lyrisch drama,1923-1924,FÈ Derickx & Bernard Tokkie
1923-1924_00125-20220207_152440.jpg,1923-1924,Tweede dansreeks,16/10/1923,,True,794475,Tweede dansreeks,N/A,N/A,N/A,N/A,N/A,1923-1924,FÈ Derickx & Bernard Tokkie
1923-1924_00127-20220207_152458.jpg,1923-1924,Lohengrin,18/10/1923,,False,422564,Lohengrin,DUI,Richard Wagner,1850,Lohengrin,romantische oper,1923-1924,FÈ Derickx & Bernard Tokkie
1923-1924_00129-20220207_152509.jpg,1923-1924,De Walkure,20/10/1923,Gastvoorstelling Laurent Swolfs,False,446684,De Walkure,DUI,Richard Wagner,1874,Die Walk¸re,gesamtkunstwerk,1923-1924,FÈ Derickx & Bernard Tokkie
1923-1924_00131-20220207_152522.jpg,1923-1924,De Nieuwsgierige Vrouwen,21/10/1923,,False,806206,De Nieuwsgierige Vrouwen,ITA,Ermanno Wolf-Ferrari,1903,Le donne curiose,opera buffa,1923-1924,FÈ Derickx & Bernard Tokkie
1923-1924_00133-20220207_152555.jpg,1923-1924,De Vrijschutter,21/10/1923,,False,336474,De Vrijschutter,DUI,Carl Maria von Weber,1821,Der Freisch¸tz,romantische oper,1923-1924,FÈ Derickx & Bernard Tokkie
1923-1924_00135-20220207_152605.jpg,1923-1924,De Walkure,23/10/1923,Gala,False,891367,De Walkure,DUI,Richard Wagner,1874,Die Walk¸re,gesamtkunstwerk,1923-1924,FÈ Derickx & Bernard Tokkie
1923-1924_00137-20220207_152616.jpg,1923-1924,De Nieuwsgierige Vrouwen,23/10/1923,,False,473722,De Nieuwsgierige Vrouwen,ITA,Ermanno Wolf-Ferrari,1903,Le donne curiose,opera buffa,1923-1924,FÈ Derickx & Bernard Tokkie
1923-1924_00139-20220207_152629.jpg,1923-1924,De Vrijschutter,25/10/1923,,False,693075,De Vrijschutter,DUI,Carl Maria von Weber,1821,Der Freisch¸tz,romantische oper,1923-1924,FÈ Derickx & Bernard Tokkie
1923-1924_00141-20220207_152648.jpg,1923-1924,De Vrolijke Vrouwtjes van Windsor,27/10/1923,,False,241884,De Lustige Vrouwtjes van Windsor,DUI,Otto Nicolai,1849,Die lustigen Weiber von Windsor,zangspel,1923-1924,FÈ Derickx & Bernard Tokkie
1923-1924_00143-20220207_152701.jpg,1923-1924,Lohengrin,28/10/1923,,False,771202,Lohengrin,DUI,Richard Wagner,1850,Lohengrin,romantische oper,1923-1924,FÈ Derickx & Bernard Tokkie
1923-1924_00145-20220207_152711.jpg,1923-1924,Winternachtsdroom,28/10/1923,,True,878808,Winternachtsdroom,NL,August de Boeck,1902,Winternachtsdroom,lyrisch drama,1923-1924,FÈ Derickx & Bernard Tokkie
1923-1924_00145-20220207_152711.jpg,1923-1924,Tweede Dansenreeks,28/10/1923,,True,878808,Tweede Dansenreeks,N/A,?,?,?,?,1923-1924,FÈ Derickx & Bernard Tokkie
1923-1924_00147-20220207_152726.jpg,1923-1924,Milenka,30/10/1923,Gala,True,188902,Milenka,FR,Jan Blockx,1888,Milenka,pantomime,1923-1924,FÈ Derickx & Bernard Tokkie
1923-1924_00147-20220207_152726.jpg,1923-1924,De Nieuwsgierige Vrouwen,30/10/1923,Gala,True,188902,De Nieuwsgierige Vrouwen,ITA,Ermanno Wolf-Ferrari,1903,Le donne curiose,opera buffa,1923-1924,FÈ Derickx & Bernard Tokkie
1923-1924_00153-20220207_152803.jpg,1923-1924,De Vrolijke Vrouwtjes van Windsor,01/11/1923,,False,554223,De Lustige Vrouwtjes van Windsor,DUI,Otto Nicolai,1849,Die lustigen Weiber von Windsor,zangspel,1923-1924,FÈ Derickx & Bernard Tokkie
1923-1924_00155-20220207_152813.jpg,1923-1924,Winternachtsdroom,03/11/1923,,True,203571,Winternachtsdroom,NL,August de Boeck,1902,Winternachtsdroom,lyrisch drama,1923-1924,FÈ Derickx & Bernard Tokkie
1923-1924_00155-20220207_152813.jpg,1923-1924,Tweede Dansenreeks,03/11/1923,,True,203571,Tweede Dansenreeks,N/A,?,?,?,?,1923-1924,FÈ Derickx & Bernard Tokkie
1923-1924_00155-20220207_152813.jpg,1923-1924,Het Minnebrugje,03/11/1923,,True,203571,Het Minnebrugje,NL,Arthur Van Oost,?,Het Minnebrugje,zangspel,1923-1924,FÈ Derickx & Bernard Tokkie
1923-1924_00155-20220207_152813.jpg,1923-1924,De Sylphiden,03/11/1923,,True,203571,De Sylphiden,N/A,Michel Brusselmans,?,?,ballet,1923-1924,FÈ Derickx & Bernard Tokkie
1923-1924_00157-20220207_152825.jpg,1923-1924,De Bruid der Zee,04/11/1923,,False,929227,De Bruid der Zee,NL,Jan Blockx,1901,De Bruid der Zee,zangspel,1923-1924,FÈ Derickx & Bernard Tokkie
1923-1924_00159-20220207_152836.jpg,1923-1924,De Vrolijke Vrouwtjes van Windsor,04/11/1923,,False,491860,De Lustige Vrouwtjes van Windsor,DUI,Otto Nicolai,1849,Die lustigen Weiber von Windsor,zangspel,1923-1924,FÈ Derickx & Bernard Tokkie
1923-1924_00161-20220207_152845.jpg,1923-1924,De Walkure,06/11/1923,Gala,False,933624,De Walkure,DUI,Richard Wagner,1874,Die Walk¸re,gesamtkunstwerk,1923-1924,FÈ Derickx & Bernard Tokkie
1923-1924_00161-20220207_152845.jpg,1923-1924,De Walkure,08/11/1923,Gala,False,514125,De Walkure,DUI,Richard Wagner,1874,Die Walk¸re,gesamtkunstwerk,1923-1924,FÈ Derickx & Bernard Tokkie
1923-1924_00163-20220207_152857.jpg,1923-1924,De Nieuwsgierige Vrouwen,10/11/1923,,False,324215,De Nieuwsgierige Vrouwen,ITA,Ermanno Wolf-Ferrari,1903,Le donne curiose,opera buffa,1923-1924,FÈ Derickx & Bernard Tokkie
1923-1924_00165-20220207_152911.jpg,1923-1924,De Vrolijke Vrouwtjes van Windsor,11/11/1923,,False,633328,De Lustige Vrouwtjes van Windsor,DUI,Otto Nicolai,1849,Die lustigen Weiber von Windsor,zangspel,1923-1924,FÈ Derickx & Bernard Tokkie
1923-1924_00167-20220207_152922.jpg,1923-1924,Lohengrin,11/11/1923,,False,153917,Lohengrin,DUI,Richard Wagner,1850,Lohengrin,romantische oper,1923-1924,FÈ Derickx & Bernard Tokkie
1923-1924_00175-20220207_153009.jpg,1923-1924,De Vrolijke Vrouwtjes van Windsor,15/11/1923,,False,719907,De Lustige Vrouwtjes van Windsor,DUI,Otto Nicolai,1849,Die lustigen Weiber von Windsor,zangspel,1923-1924,FÈ Derickx & Bernard Tokkie
1923-1924_00177-20220207_153020.jpg,1923-1924,Lohengrin,17/11/1923,,False,102501,Lohengrin,DUI,Richard Wagner,1850,Lohengrin,romantische oper,1923-1924,FÈ Derickx & Bernard Tokkie
1923-1924_00179-20220207_153033.jpg,1923-1924,De Vrijschutter,18/11/1923,,False,756751,De Vrijschutter,DUI,Carl Maria von Weber,1821,Der Freisch¸tz,romantische oper,1923-1924,FÈ Derickx & Bernard Tokkie
1923-1924_00181-20220207_153048.jpg,1923-1924,Winternachtsdroom,18/11/1923,,True,446238,Winternachtsdroom,NL,August de Boeck,1902,Winternachtsdroom,lyrisch drama,1923-1924,FÈ Derickx & Bernard Tokkie
1923-1924_00181-20220207_153048.jpg,1923-1924,Tweede Dansenreeks,18/11/1923,,True,446238,Tweede Dansenreeks,N/A,?,?,?,?,1923-1924,FÈ Derickx & Bernard Tokkie
1923-1924_00181-20220207_153048.jpg,1923-1924,Het minnebrugje,18/11/1923,,True,446238,Het Minnebrugje,NL,Arthur Van Oost,?,Het Minnebrugje,zangspel,1923-1924,FÈ Derickx & Bernard Tokkie
1923-1924_00181-20220207_153048.jpg,1923-1924,Reeks van Oud-Griekscge Dansen,18/11/1923,,True,446238,Reeks van Oud-Griekscge Dansen,N/A,N/A,N/A,N/A,N/A,1923-1924,FÈ Derickx & Bernard Tokkie
1923-1924_00183-20220207_153101.jpg,1923-1924,De Vrolijke Vrouwtjes van Windsor,20/11/1923,,False,169515,De Lustige Vrouwtjes van Windsor,DUI,Otto Nicolai,1849,Die lustigen Weiber von Windsor,zangspel,1923-1924,FÈ Derickx & Bernard Tokkie
1923-1924_00185-20220207_153116.jpg,1923-1924,Milenka,22/11/1923,,True,335998,Milenka,FR,Jan Blockx,1888,Milenka,pantomime,1923-1924,FÈ Derickx & Bernard Tokkie
1923-1924_00185-20220207_153116.jpg,1923-1924,Het Minnebrugje,22/11/1923,,True,335998,Het Minnebrugje,NL,Arthur Van Oost,?,Het Minnebrugje,zangspel,1923-1924,FÈ Derickx & Bernard Tokkie
1923-1924_00185-20220207_153116.jpg,1923-1924,Tweede Dansenreeks,22/11/1923,,True,335998,Tweede Dansenreeks,N/A,?,?,?,?,1923-1924,FÈ Derickx & Bernard Tokkie
1923-1924_00185-20220207_153116.jpg,1923-1924,De Sylphiden,22/11/1923,,True,335998,De Sylphiden,N/A,Michel Brusselmans,?,?,ballet,1923-1924,FÈ Derickx & Bernard Tokkie
1923-1924_00187-20220207_153133.jpg,1923-1924,De Gouden Haan,24/11/1923,Eerste opvoering in Belgi√´,False,976721,De Gouden Haan,RUS,Nikolay Rimsky-Korsakov,1909,The Golden Cockerel,?,1923-1924,FÈ Derickx & Bernard Tokkie
1923-1924_00189-20220207_153149.jpg,1923-1924,Winternachtsdroom,25/11/1923,,True,904144,Winternachtsdroom,NL,August de Boeck,1902,Winternachtsdroom,lyrisch drama,1923-1924,FÈ Derickx & Bernard Tokkie
1923-1924_00189-20220207_153149.jpg,1923-1924,Het Minnebrugje,25/11/1923,,True,904144,Het Minnebrugje,NL,Arthur Van Oost,?,Het Minnebrugje,zangspel,1923-1924,FÈ Derickx & Bernard Tokkie
1923-1924_00189-20220207_153149.jpg,1923-1924,De Sylphiden,25/11/1923,,True,904144,De Sylphiden,N/A,Michel Brusselmans,?,?,ballet,1923-1924,FÈ Derickx & Bernard Tokkie
1923-1924_00191-20220207_153210.jpg,1923-1924,De Bruid der Zee,25/11/1923,,True,151654,De Bruid der Zee,NL,Jan Blockx,1901,De Bruid der Zee,zangspel,1923-1924,FÈ Derickx & Bernard Tokkie
1923-1924_00191-20220207_153210.jpg,1923-1924,Milenka,25/11/1923,,True,151654,Milenka,FR,Jan Blockx,1888,Milenka,pantomime,1923-1924,FÈ Derickx & Bernard Tokkie
1923-1924_00195-20220207_153232.jpg,1923-1924,De Gouden Haan,27/11/1923,,False,858050,De Gouden Haan,RUS,Nikolay Rimsky-Korsakov,1909,The Golden Cockerel,?,1923-1924,FÈ Derickx & Bernard Tokkie
1923-1924_00197-20220207_153244.jpg,1923-1924,De Gouden Haan,29/11/1923,,False,900597,De Gouden Haan,RUS,Nikolay Rimsky-Korsakov,1909,The Golden Cockerel,?,1923-1924,FÈ Derickx & Bernard Tokkie
1923-1924_00199-20220207_153254.jpg,1923-1924,De Gouden Haan,01/12/1923,,False,947992,De Gouden Haan,RUS,Nikolay Rimsky-Korsakov,1909,The Golden Cockerel,?,1923-1924,FÈ Derickx & Bernard Tokkie
1923-1924_00201-20220207_153307.jpg,1923-1924,Quinten Massijs,02/12/1923,,False,302417,Quinten Massijs,NL,Emile Wambach,1899,Quinten Massys,lyrisch drama,1923-1924,FÈ Derickx & Bernard Tokkie
1923-1924_00203-20220207_153316.jpg,1923-1924,Prinses Zonneschijn,02/12/1923,,False,684771,Prinses Zonneschijn,NL,Paul Gilson,1903,Prinses Zonneschijn,operetta,1923-1924,FÈ Derickx & Bernard Tokkie
1923-1924_00205-20220207_153327.jpg,1923-1924,Fragmenten,04/12/1923,Gala dansavond,False,565657,Fragmenten,?,?,?,?,?,1923-1924,FÈ Derickx & Bernard Tokkie
1923-1924_00207-20220207_153338.jpg,1923-1924,De Gouden Haan,06/12/1923,,False,327788,De Gouden Haan,RUS,Nikolay Rimsky-Korsakov,1909,The Golden Cockerel,?,1923-1924,FÈ Derickx & Bernard Tokkie
1923-1924_00209-20220207_153351.jpg,1923-1924,Othello,08/12/1923,,False,772997,Othello,TSJ,Anton√≠n Dvo≈ô‡k,1891,Othello,opera seria,1923-1924,FÈ Derickx & Bernard Tokkie
1923-1924_00211-20220207_153405.jpg,1923-1924,De Vrolijke Vrouwtjes van Windsor,09/12/1923,,False,940781,De Lustige Vrouwtjes van Windsor,DUI,Otto Nicolai,1849,Die lustigen Weiber von Windsor,zangspel,1923-1924,FÈ Derickx & Bernard Tokkie
1923-1924_00213-20220207_153416.jpg,1923-1924,De Gouden Haan,09/12/1923,,False,803387,De Gouden Haan,RUS,Nikolay Rimsky-Korsakov,1909,The Golden Cockerel,?,1923-1924,FÈ Derickx & Bernard Tokkie
1923-1924_00215-20220207_153429.jpg,1923-1924,Quinten Massijs,11/12/1923,,False,995245,Quinten Massijs,NL,Emile Wambach,1899,Quinten Massys,lyrisch drama,1923-1924,FÈ Derickx & Bernard Tokkie
1923-1924_00217-20220207_153441.jpg,1923-1924,Othello,13/12/1923,,False,714270,Othello,TSJ,Anton√≠n Dvo≈ô‡k,1891,Othello,opera seria,1923-1924,FÈ Derickx & Bernard Tokkie
1923-1924_00219-20220207_153455.jpg,1923-1924,De Gouden Haan,15/12/1923,,False,747398,De Gouden Haan,RUS,Nikolay Rimsky-Korsakov,1909,The Golden Cockerel,?,1923-1924,FÈ Derickx & Bernard Tokkie
1923-1924_00221-20220207_153509.jpg,1923-1924,De Gouden Haan,16/12/1923,,False,578716,De Gouden Haan,RUS,Nikolay Rimsky-Korsakov,1909,The Golden Cockerel,?,1923-1924,FÈ Derickx & Bernard Tokkie
1923-1924_00223-20220207_153523.jpg,1923-1924,Othello,16/12/1923,,False,414170,Othello,TSJ,Anton√≠n Dvo≈ô‡k,1891,Othello,opera seria,1923-1924,FÈ Derickx & Bernard Tokkie
1923-1924_00225-20220207_153539.jpg,1923-1924,Othello,18/12/1923,,False,905064,Othello,TSJ,Anton√≠n Dvo≈ô‡k,1891,Othello,opera seria,1923-1924,FÈ Derickx & Bernard Tokkie
1923-1924_00227-20220207_153553.jpg,1923-1924,De Gouden Haan,20/12/1923,,False,370901,De Gouden Haan,RUS,Nikolay Rimsky-Korsakov,1909,The Golden Cockerel,?,1923-1924,FÈ Derickx & Bernard Tokkie
1923-1924_00229-20220207_153608.jpg,1923-1924,Lohengrin,22/12/1923,,False,431176,Lohengrin,DUI,Richard Wagner,1850,Lohengrin,romantische oper,1923-1924,FÈ Derickx & Bernard Tokkie
1923-1924_00231-20220207_153620.jpg,1923-1924,Othello,23/12/1923,,False,185527,Othello,TSJ,Anton√≠n Dvo≈ô‡k,1891,Othello,opera seria,1923-1924,FÈ Derickx & Bernard Tokkie
1923-1924_00233-20220207_153631.jpg,1923-1924,De Gouden Haan,23/12/1923,,False,595365,De Gouden Haan,RUS,Nikolay Rimsky-Korsakov,1909,The Golden Cockerel,?,1923-1924,FÈ Derickx & Bernard Tokkie
1923-1924_00235-20220207_153650.jpg,1923-1924,De Gouden Haan,25/12/1923,Ter gelegenheid van Kerstmis,False,523373,De Gouden Haan,RUS,Nikolay Rimsky-Korsakov,1909,The Golden Cockerel,?,1923-1924,FÈ Derickx & Bernard Tokkie
1923-1924_00237-20220207_153705.jpg,1923-1924,Othello,25/12/1923,,False,653800,Othello,TSJ,Anton√≠n Dvo≈ô‡k,1891,Othello,opera seria,1923-1924,FÈ Derickx & Bernard Tokkie
1923-1924_00239-20220207_153722.jpg,1923-1924,Quinten Massijs,27/12/1923,,False,236413,Quinten Massijs,NL,Emile Wambach,1899,Quinten Massys,lyrisch drama,1923-1924,FÈ Derickx & Bernard Tokkie
1923-1924_00243-20220207_153746.jpg,1923-1924,Czaar en Timmerman,30/12/1923,,False,518598,Czaar en Timmerman,DUI,Albert Lortzing,1837,Zar und Zimmermann,zangspel,1923-1924,FÈ Derickx & Bernard Tokkie
1923-1924_00245-20220207_153759.jpg,1923-1924,Lohengrin,30/12/1923,,False,796912,Lohengrin,DUI,Richard Wagner,1850,Lohengrin,romantische oper,1923-1924,FÈ Derickx & Bernard Tokkie
1923-1924_00247-20220207_153811.jpg,1923-1924,De Gouden Haan,01/01/1924,,False,711624,De Gouden Haan,RUS,Nikolay Rimsky-Korsakov,1909,The Golden Cockerel,?,1923-1924,FÈ Derickx & Bernard Tokkie
1923-1924_00249-20220207_153829.jpg,1923-1924,Czaar en Timmerman,03/01/1924,,False,425124,Czaar en Timmerman,DUI,Albert Lortzing,1837,Zar und Zimmermann,zangspel,1923-1924,FÈ Derickx & Bernard Tokkie
1923-1924_00251-20220207_153839.jpg,1923-1924,De Vrijschutter,05/01/1924,,False,862371,De Vrijschutter,DUI,Carl Maria von Weber,1821,Der Freisch¸tz,romantische oper,1923-1924,FÈ Derickx & Bernard Tokkie
1923-1924_00253-20220207_153853.jpg,1923-1924,De Gouden Haan,06/01/1924,,False,899232,De Gouden Haan,RUS,Nikolay Rimsky-Korsakov,1909,The Golden Cockerel,?,1923-1924,FÈ Derickx & Bernard Tokkie
1923-1924_00255-20220207_153916.jpg,1923-1924,Czaar en Timmerman,06/01/1924,,False,609699,Czaar en Timmerman,DUI,Albert Lortzing,1837,Zar und Zimmermann,zangspel,1923-1924,FÈ Derickx & Bernard Tokkie
1923-1924_00261-20220207_153953.jpg,1923-1924,Lohengrin,10/01/1924,,False,630375,Lohengrin,DUI,Richard Wagner,1850,Lohengrin,romantische oper,1923-1924,FÈ Derickx & Bernard Tokkie
1923-1924_00263-20220207_154004.jpg,1923-1924,Meivuur,12/01/1924,,True,284870,Meivuur,NL,Jef Van Hoof,1916,Meivuur,zangspel,1923-1924,FÈ Derickx & Bernard Tokkie
1923-1924_00263-20220207_154004.jpg,1923-1924,Dansenreeks,12/01/1924,,True,284870,Dansenreeks,?,?,?,?,ballet,1923-1924,FÈ Derickx & Bernard Tokkie
1923-1924_00265-20220207_154022.jpg,1923-1924,Quinten Massijs,13/01/1924,,False,703432,Quinten Massijs,NL,Emile Wambach,1899,Quinten Massys,lyrisch drama,1923-1924,FÈ Derickx & Bernard Tokkie
1923-1924_00267-20220207_154032.jpg,1923-1924,Othello,13/01/1924,,False,584920,Othello,TSJ,Anton√≠n Dvo≈ô‡k,1891,Othello,opera seria,1923-1924,FÈ Derickx & Bernard Tokkie
1923-1924_00269-20220207_154046.jpg,1923-1924,Tannhauser,15/01/1924,,False,555446,Tannhauser,DUI,Richard Wagner,1845,Tannh√§user,romantische oper,1923-1924,FÈ Derickx & Bernard Tokkie
1923-1924_00271-20220207_154058.jpg,1923-1924,De Gouden Haan,17/01/1924,,False,445436,De Gouden Haan,RUS,Nikolay Rimsky-Korsakov,1909,The Golden Cockerel,?,1923-1924,FÈ Derickx & Bernard Tokkie
1923-1924_00273-20220207_154108.jpg,1923-1924,Hoffmann's Vertellingenen,19/01/1924,,False,838318,Hoffmann's Vertellingenen,FR,Jacques Offenbach,1881,Les contes d'Hoffmann,op√©ra fantastique,1923-1924,FÈ Derickx & Bernard Tokkie
1923-1924_00275-20220207_154118.jpg,1923-1924,Quinten Massijs,20/01/1924,,False,516841,Quinten Massijs,NL,Emile Wambach,1899,Quinten Massys,lyrisch drama,1923-1924,FÈ Derickx & Bernard Tokkie
1923-1924_00277-20220207_154132.jpg,1923-1924,Meivuur,22/01/1924,,True,442794,Meivuur,NL,Jef Van Hoof,1916,Meivuur,zangspel,1923-1924,FÈ Derickx & Bernard Tokkie
